gene,pvalue
DCBLD1,0.5637747
TMEM171,0.56374884
EFCAB6,0.5637456
AIFM3,0.56373847
MANEAL,0.56373256
LRFN3,0.56372774
SPNS3,0.56369925
ADSSL1,0.5636951
SLC2A12,0.56367457
RALGAPB,0.5636207
HMGCR,0.5635986
FLVCR2,0.5635749
TSPAN11,0.5635619
CRISPLD2,0.5635308
CCDC90B,0.56352866
DOK7,0.5634765
CRELD1,0.56346476
SGCZ,0.5634339
SUMF2,0.5634133
ANKRD12,0.56340927
EMC10,0.5633579
SNX16,0.56331754
OSGEPL1,0.5632779
SNX30,0.5632726
THEG,0.5632628
PKD2L2,0.563252
GPR89B,0.5632273
CASZ1,0.5632224
GPR141,0.5632205
SUSD3,0.56320494
TMEM200A,0.56320405
TCEA3,0.56318563
SCCPDH,0.5631786
FKBP11,0.56316966
CRISP3,0.5631654
H2BFM,0.56315154
SLC25A33,0.56312007
BOD1,0.5631021
BICDL1,0.5630522
R3HDM4,0.5630257
RWDD3,0.5630065
SLC6A17,0.5629746
ISG20,0.56296873
KLHL14,0.5629684
TMEM86A,0.56295145
DQX1,0.5628929
TMEM98,0.562852
ZNF532,0.5628126
TMX4,0.5627898
MS4A6E,0.5627831
RTN2,0.562775
VSIG1,0.56273854
CNTN5,0.5627301
LRMP,0.5627174
LSMEM1,0.5626991
MFSD5,0.5626873
PLEKHA8,0.5626849
TM4SF5,0.5626497
SLC25A44,0.56264055
IGDCC4,0.5626302
RDM1,0.56262445
RBMY1E,0.56260765
SNX22,0.56255454
ZNF469,0.56253964
KIAA0513,0.5624881
SHPK,0.5623938
ATAD1,0.56239074
SLC25A39,0.56237733
TMEM9B,0.5623648
CCDC15,0.56235844
CYP4B1,0.56234884
EDIL3,0.5623335
NPEPL1,0.5623106
NT5DC3,0.56227624
MXRA7,0.5622574
DCANP1,0.562249
ZNF618,0.5622238
CYB561,0.56221163
CMIP,0.56217384
EHBP1,0.56212795
METTL8,0.56209123
MARC2,0.5620884
APOC4,0.5620686
G6PC,0.5620152
UBAC2,0.56198347
SLC38A7,0.5619623
THYN1,0.56195676
ZBTB44,0.56194687
GIMAP2,0.5619354
LINGO2,0.5618753
GUSB,0.56183404
DMXL2,0.56183344
ERFE,0.5618283
LRRN2,0.5618099
TM9SF2,0.5617986
C5orf30,0.56178874
SPESP1,0.5617317
RNF215,0.5617279
SNX19,0.5617261
SGCE,0.56170964
CD101,0.5616974
RBP5,0.56167233
ELFN2,0.5616458
HINT3,0.56163836
UQCC3,0.56161803
GPR146,0.56159264
ELMOD1,0.56158036
TSPAN13,0.56155723
ITFG1,0.5615324
SLC22A12,0.5615064
TMEM222,0.56146884
BTBD8,0.56144184
DGCR2,0.5614134
RSAD1,0.5612833
CLMP,0.56124014
EML6,0.5611878
HPS5,0.56117904
MARCH6,0.5611522
TMEM246,0.5611284
CSN3,0.5610878
NARF,0.5610822
SNX13,0.5610783
SLC25A34,0.56107056
MS4A7,0.5610689
SCPEP1,0.5610571
OSBP2,0.56105506
YIPF4,0.56105363
TOR1AIP2,0.56102604
MEX3D,0.5609551
CLPTM1L,0.5609213
FAM13A,0.5609181
LRRC10,0.56086576
TMEM266,0.5608586
EDDM3B,0.56084394
OLFML3,0.5608251
THEM6,0.5608132
BRI3BP,0.5607795
TOMM5,0.5607585
EMC8,0.56072825
TRMU,0.56072325
C1orf61,0.56068575
PCDHB10,0.5606475
SLC25A51,0.56054515
PIWIL3,0.56051314
SLC10A7,0.560498
CLRN2,0.5604955
D2HGDH,0.560476
S100PBP,0.560452
LY6G6F,0.5604159
GPRC5D,0.560399
MREG,0.56039166
ZDHHC5,0.5603852
C3orf33,0.5603478
TMEM220,0.56034297
ODF3,0.5603415
SSC5D,0.5603366
SLC25A26,0.56032574
SCIMP,0.56031984
SNN,0.56031346
OSTM1,0.5602969
TMEM38B,0.5602938
RGS9BP,0.560205
SMAGP,0.5601558
RASEF,0.560143
APOPT1,0.56012344
CLYBL,0.5600631
TMEM42,0.56001776
ATRN,0.5600056
PITPNM2,0.5600009
EFHD2,0.5599892
NDRG3,0.55997276
TMEM135,0.5599513
CDYL2,0.5599477
CNST,0.55994403
TIGD3,0.5598923
UTY,0.55988187
MTRF1L,0.55986047
NXPH3,0.5598325
TMEM161A,0.5597912
CKAP2L,0.5597707
MPZL3,0.55976194
EVI2B,0.55974215
GUF1,0.5597265
KCTD15,0.55972075
SNX25,0.55967677
TSACC,0.5596459
TMPPE,0.5596353
OTOF,0.5596111
PRSS12,0.5596
TIGD2,0.5595828
GPR135,0.55953765
PLEKHH3,0.5595092
TMEM65,0.5594642
GSAP,0.55945003
SELENOM,0.559443
TMEM39B,0.5594393
TMEM37,0.55941457
PRSS35,0.5593895
ANXA10,0.55936825
TPPP3,0.55936074
TMEM218,0.55934906
SKIDA1,0.5593451
XRRA1,0.55931354
MTRF1,0.55930126
SLC2A13,0.5592959
ERVFRD-1,0.5592934
ZC3H7A,0.5592889
GRID2IP,0.5592594
DPEP3,0.5592165
SLC5A8,0.55920196
HSDL1,0.55918735
MAU2,0.5591818
SSX5,0.5591166
SEC22C,0.5590972
ADGRF5,0.5590741
TMEM60,0.55907315
PCDH1,0.5590049
ITPRIP,0.55899775
CARD17,0.5589595
DOC2B,0.5589397
MOSPD3,0.5589385
CAPN11,0.55893224
TMEM182,0.55892646
CPN2,0.55890965
CYLC1,0.55881673
BIVM,0.5588113
GOLGA8B,0.5588037
ANKH,0.5587862
TLCD2,0.5587792
CABYR,0.55875957
SERINC2,0.558752
GEN1,0.55873245
HID1,0.55872726
CENPBD1,0.5587189
RMDN2,0.55865175
TMEM186,0.5586294
AQP12B,0.5586114
DIRAS2,0.55860984
CYB561D2,0.55858433
LRRC1,0.5585635
TMEM174,0.55851626
DDTL,0.55837744
SPRED3,0.5583393
PDC,0.55827737
FBXO8,0.5582688
PCDHB13,0.5582676
CALHM4,0.55824375
SEC14L1,0.55820024
TMEM87A,0.55818427
KIAA1324L,0.55816406
LST1,0.55803967
OIT3,0.55794406
PCNX3,0.55793786
MDM1,0.55793047
TDRD6,0.55789936
SLC25A21,0.5578935
TMUB2,0.55786645
AKIRIN1,0.55786574
CYP4F22,0.5578368
POLR2M,0.5578241
TMEM94,0.55781895
MFSD13A,0.5578072
ZAN,0.55775404
YIPF2,0.5576436
HIVEP2,0.557618
UBL3,0.5576111
TMEM230,0.5575906
NPTXR,0.5575844
CACUL1,0.5575545
TMCO6,0.55752397
CCDC107,0.557518
AHRR,0.5574071
TMEM248,0.5574056
KLHDC8B,0.557387
ASPHD1,0.55737656
ZNF507,0.557375
SLC26A5,0.5573647
ATP13A3,0.5573286
KRTCAP3,0.5573037
TMEM19,0.5572953
CLDND2,0.55729234
SIDT2,0.55728006
CYP4A22,0.5572651
PHTF1,0.55726326
C16orf54,0.5572202
SSMEM1,0.5572083
PLGRKT,0.55720186
MFSD14B,0.55699205
PPP1R14D,0.5569732
GPR180,0.5569709
HSPB9,0.55691004
CMC1,0.5568681
H2AFB1,0.55685824
ARSI,0.5568518
TMEM209,0.55683327
SUCO,0.5568323
GINS1,0.5567788
MDGA1,0.5567662
LRRC15,0.5567429
PACS2,0.5566926
ZC3H7B,0.55668664
C4orf3,0.5566605
ZPLD1,0.55665195
TIGD4,0.5566058
CNTN3,0.55660343
CST11,0.55660236
TSPAN18,0.5565796
IGSF3,0.5565281
TMEM138,0.55652565
NUDT8,0.5564952
TM9SF3,0.5564877
DCLK2,0.5564804
SMPDL3A,0.5564566
PLPP7,0.55645657
HPS1,0.55642694
TMEM87B,0.55641305
PHTF2,0.5563807
TPRA1,0.5563146
CLDND1,0.5562756
TMPRSS15,0.55623627
SNX14,0.5562222
AP5M1,0.5561656
MAST4,0.5561585
FAM57A,0.5561274
TMCC3,0.5560918
GPR182,0.5560063
FAM185A,0.5559862
SLC22A23,0.5559827
SLC35C1,0.5559783
AQP11,0.5559421
LBX2,0.5559323
FAM241A,0.5559087
KLK15,0.55588865
TMEM185B,0.55583507
SLC35E4,0.55581987
TMEM177,0.55577415
YPEL1,0.55574656
PCNX4,0.55572385
FAM173A,0.5557084
HARBI1,0.5556302
TMEM144,0.5556007
LMBRD2,0.55558956
RP1L1,0.55555594
GTF2IRD2,0.55555004
TMEM72,0.55552894
FBXO15,0.5555233
QPCT,0.55545735
STEAP4,0.55543673
FAM129A,0.55534434
TSPY2,0.5553224
TMEM62,0.55524004
GTF2IRD2B,0.55522
APOM,0.55521643
CREG1,0.55520886
ZDHHC8,0.5552002
GPA33,0.5551895
CMTM4,0.5551404
TMEM123,0.5551208
LYSMD3,0.5551164
SLC41A3,0.5551037
PLXDC2,0.55506504
C1QTNF1,0.55489767
ARMC10,0.5548565
ABHD14A,0.55476016
ANKMY2,0.5547534
LRRC24,0.5547493
SSPN,0.5547289
MFSD4B,0.5547108
THAP2,0.5547066
SLC15A5,0.5546984
PQLC1,0.55468094
ZDHHC13,0.55467504
FAM210B,0.55465144
IGHD,0.55460966
TIGD1,0.55460036
KIAA1324,0.55456877
TSPY10,0.5545598
TANGO6,0.5545565
SLC25A35,0.5544909
RNF170,0.5544376
FUK,0.55437326
CCDC167,0.55429333
ANKRD37,0.55428743
TEX2,0.55425894
SEL1L3,0.5542347
HIGD2A,0.5542039
DNAJC16,0.55419815
SLC25A28,0.5541589
SLC35A4,0.5541564
TMEM131L,0.55413795
SLC35E3,0.55412805
EMC4,0.55410904
TMEM241,0.5540987
TMEM242,0.55408335
ENKUR,0.554028
MCUB,0.5540241
RBBP9,0.5539228
SLC2A9,0.55390877
OGFRL1,0.553858
CCDC134,0.5537913
C11orf24,0.55364025
GLT8D2,0.55360806
ATP8B3,0.55357045
GDPD2,0.5535145
C6orf136,0.55350727
MFSD3,0.5534512
GLT8D1,0.55344325
GPR153,0.5533809
SLC35G5,0.55336905
TATDN3,0.55332696
SLC37A3,0.5532422
ART5,0.5532417
FNDC4,0.55322737
ASPRV1,0.5531695
RGL4,0.5531604
TENM3,0.55315214
NEPRO,0.5531503
SLC6A6,0.5530791
CYB561A3,0.5530241
LRRC32,0.553007
FIZ1,0.5529916
ZNF738,0.55294454
EMC6,0.55291003
GLYATL3,0.5528841
TMEM8A,0.5528517
ALKBH1,0.55283296
DAOA,0.5527649
RHBDD3,0.5527534
TMEM181,0.55269873
PCTP,0.5526192
LIMS3,0.5525903
PIEZO1,0.5525588
WDSUB1,0.5525243
TMEM154,0.5525167
TMEM41A,0.5525105
SPINK1,0.5525017
TAFA5,0.5524806
EPM2A,0.55237556
JKAMP,0.55237174
ADCK2,0.5523716
SFT2D1,0.5523616
SLC35E1,0.5520941
NAT14,0.55194706
POGK,0.55190533
XKR8,0.55184746
TULP2,0.5518076
TM2D2,0.5517632
NBPF15,0.55172366
SMIM5,0.55171466
SLC35A5,0.5516902
TMEM267,0.5515654
RHBDL3,0.5514859
RNFT1,0.55137765
SLC9B2,0.5513584
PQLC2,0.55134356
WBP1L,0.551313
TVP23C,0.5513128
WDR83OS,0.5512924
SLC35F5,0.5512439
OMG,0.5512017
SLC35G1,0.5511798
SHISAL1,0.5510994
BLCAP,0.551077
FADS6,0.5510408
MFSD10,0.55099946
TMEM176B,0.5509733
ARL6IP6,0.55093586
GRINA,0.5509341
SPNS1,0.55091155
CXorf66,0.55090684
CASC4,0.5507845
SERINC5,0.55077386
KLHDC1,0.5506635
TP53I11,0.5506243
FUT10,0.550623
CYB561D1,0.5506147
TMEM161B,0.5505877
SLC25A52,0.55046964
SLC5A2,0.5504626
MFSD14A,0.55041623
GLIPR1L2,0.5503928
SLC1A4,0.5503748
PAQR3,0.55020523
ERVW-1,0.550124
GPR137,0.55003965
MANBAL,0.5500297
MRGPRX3,0.54999113
ZNF747,0.54987633
TMEM175,0.54987264
RDH14,0.54986393
SLC49A4,0.54973114
TCP11,0.54956377
CHODL,0.5495054
C5orf15,0.54949594
DDX53,0.549396
MEIOB,0.5493667
HERPUD2,0.5493452
YIPF1,0.5491843
TAPT1,0.5491432
SLC22A13,0.5489624
NIPA2,0.54876417
ANKRD13C,0.5485481
HCFC1R1,0.5485055
RNF24,0.54850304
MFSD9,0.54845476
LRTM1,0.54840606
TMEM35B,0.5482587
NKAIN4,0.5482076
TMEM68,0.5480095
PIK3IP1,0.5480001
TMEM45A,0.5478963
CALHM6,0.5478581
TCTA,0.54785603
GOLGA6B,0.5477006
NPIPA1,0.54769117
TMEM18,0.5476682
CADM4,0.54764146
TMEM164,0.5475962
SLC35E2A,0.54749024
TMEM134,0.5473412
TMEM69,0.5472314
TMEM114,0.5472104
SHISA4,0.5471794
TMEM234,0.5471765
SLC49A3,0.54713166
TMEM236,0.54712254
TMEM141,0.5470429
PHLDA2,0.5470008
SVOP,0.5469698
SLC18B1,0.54695493
SMIM14,0.54691595
SLC25A38,0.546785
TMEM159,0.54670334
SHISAL2A,0.5461516
RNF183,0.5461503
MTFP1,0.54584575
PIF1,0.54575646
LOXHD1,0.54526615
PRRT2,0.5452031
CYP20A1,0.5447834
TEX261,0.5446236
SYNGR4,0.5440609
TMEM252,0.5440569
TMEM44,0.5440544
C16orf91,0.5440197
TMEM255B,0.54399735
VSIG8,0.54316247
SMIM19,0.5428566
SLC25A47,0.542441
GMNC,0.5414165
KCNK4,0.5414009
1-Dec,0.0
1-Mar,0.0
10-Mar,0.0
11-Mar,0.0
15-Sep,0.0
2-Mar,0.0
3-Mar,0.0
4-Mar,0.0
5-Mar,0.0
6-Mar,0.0
7-Mar,0.0
8-Mar,0.0
9-Mar,0.0
AADACL2,0.0
AADACL3,0.0
AADACL4,0.0
AAED1,0.0
AARD,0.0
AASDH,0.0
ABCA10,0.0
ABCA13,0.0
ABCA6,0.0
ABCA8,0.0
ABCA9,0.0
ABCF3,0.0
ABHD11,0.0
ABHD12B,0.0
ABHD13,0.0
ABHD14A-ACY1,0.0
ABHD16B,0.0
ABHD17C,0.0
ABHD2,0.0
ABHD3,0.0
ABHD4,0.0
ABHD8,0.0
ABI3BP,0.0
ABO,0.0
ABRACL,0.0
ABTB2,0.0
ACAP1,0.0
ACAP2,0.0
ACAP3,0.0
ACBD4,0.0
ACBD7,0.0
ACCS,0.0
ACCSL,0.0
ACN9,0.0
ACPT,0.0
ACRBP,0.0
ACRC,0.0
ACRV1,0.0
ACSBG2,0.0
ACSM2A,0.0
ACSM3,0.0
ACSM4,0.0
ACTL10,0.0
ACTL7B,0.0
ACTL9,0.0
ACTRT2,0.0
ACTRT3,0.0
ACYP1,0.0
ADAD1,0.0
ADAD2,0.0
ADAL,0.0
ADAM18,0.0
ADAM20,0.0
ADAM23,0.0
ADAM29,0.0
ADAM7,0.0
ADAMDEC1,0.0
ADAMTS10,0.0
ADAMTS14,0.0
ADAMTS15,0.0
ADAMTS16,0.0
ADAMTS17,0.0
ADAMTS19,0.0
ADAMTS20,0.0
ADAMTS3,0.0
ADAMTS6,0.0
ADAMTS8,0.0
ADAMTS9,0.0
ADAMTSL4,0.0
ADAT1,0.0
ADAT2,0.0
ADAT3,0.0
ADCK3,0.0
ADCK4,0.0
ADCY4,0.0
ADGB,0.0
ADH6,0.0
ADM2,0.0
ADM5,0.0
ADNP2,0.0
ADPRH,0.0
ADPRHL1,0.0
ADPRM,0.0
ADRBK1,0.0
ADRBK2,0.0
AFAP1L1,0.0
AFM,0.0
AFP,0.0
AGAP10,0.0
AGAP11,0.0
AGAP5,0.0
AGAP6,0.0
AGBL1,0.0
AGBL3,0.0
AGBL4,0.0
AGBL5,0.0
AGFG2,0.0
AGPAT6,0.0
AGPAT9,0.0
AHDC1,0.0
AHSA2,0.0
AIDA,0.0
AIM1,0.0
AIM1L,0.0
AK7,0.0
AK9,0.0
AKR1B10,0.0
AKR1B15,0.0
AKR1E2,0.0
AKR7L,0.0
ALDH16A1,0.0
ALDH3B2,0.0
ALDH7A1,0.0
ALDH8A1,0.0
ALG1L,0.0
ALG6,0.0
ALKBH6,0.0
ALLC,0.0
ALOX12B,0.0
ALOXE3,0.0
ALPK1,0.0
ALPK2,0.0
ALPPL2,0.0
ALS2CR11,0.0
ALS2CR12,0.0
AMDHD2,0.0
AMELY,0.0
AMER3,0.0
AMICA1,0.0
AMMECR1,0.0
AMMECR1L,0.0
AMN1,0.0
AMOTL2,0.0
AMPD2,0.0
AMY2B,0.0
AMZ1,0.0
AMZ2,0.0
ANGEL1,0.0
ANGEL2,0.0
ANGPTL1,0.0
ANGPTL6,0.0
ANKAR,0.0
ANKDD1A,0.0
ANKEF1,0.0
ANKFN1,0.0
ANKIB1,0.0
ANKK1,0.0
ANKLE1,0.0
ANKMY1,0.0
ANKRD10,0.0
ANKRD13A,0.0
ANKRD13B,0.0
ANKRD13D,0.0
ANKRD16,0.0
ANKRD18A,0.0
ANKRD18B,0.0
ANKRD20A4,0.0
ANKRD22,0.0
ANKRD24,0.0
ANKRD29,0.0
ANKRD30B,0.0
ANKRD30BL,0.0
ANKRD31,0.0
ANKRD32,0.0
ANKRD33,0.0
ANKRD34B,0.0
ANKRD34C,0.0
ANKRD35,0.0
ANKRD36,0.0
ANKRD36B,0.0
ANKRD36C,0.0
ANKRD39,0.0
ANKRD40,0.0
ANKRD42,0.0
ANKRD44,0.0
ANKRD45,0.0
ANKRD50,0.0
ANKRD52,0.0
ANKRD53,0.0
ANKRD55,0.0
ANKRD6,0.0
ANKRD62,0.0
ANKRD7,0.0
ANKRD9,0.0
ANKS3,0.0
ANKUB1,0.0
ANKZF1,0.0
ANO4,0.0
ANO7,0.0
ANP32D,0.0
ANXA2R,0.0
AOAH,0.0
AP5B1,0.0
AP5S1,0.0
APBA2,0.0
APBA3,0.0
APITD1,0.0
APOA1BP,0.0
APOBEC2,0.0
APOBEC3B,0.0
APOBEC3C,0.0
APOBEC3D,0.0
APOBEC3H,0.0
APOBEC4,0.0
APOBR,0.0
APOL3,0.0
APOL4,0.0
APOL5,0.0
APOL6,0.0
AQP12A,0.0
AQPEP,0.0
ARAF,0.0
ARGFX,0.0
ARHGAP11B,0.0
ARHGAP18,0.0
ARHGAP20,0.0
ARHGAP23,0.0
ARHGAP26,0.0
ARHGAP33,0.0
ARHGAP42,0.0
ARHGEF19,0.0
ARHGEF26,0.0
ARHGEF33,0.0
ARHGEF35,0.0
ARHGEF37,0.0
ARHGEF38,0.0
ARHGEF39,0.0
ARID4B,0.0
ARIH2OS,0.0
ARL10,0.0
ARL11,0.0
ARL14,0.0
ARL14EP,0.0
ARL15,0.0
ARL16,0.0
ARL5A,0.0
ARL5B,0.0
ARL9,0.0
ARMC12,0.0
ARMC2,0.0
ARMC3,0.0
ARMC4,0.0
ARMC5,0.0
ARMC6,0.0
ARMC7,0.0
ARMC8,0.0
ARMC9,0.0
ARMCX1,0.0
ARMCX2,0.0
ARMCX5,0.0
ARMCX6,0.0
ARMS2,0.0
ARPC4-TTLL3,0.0
ARPP21,0.0
ARRDC1,0.0
ARRDC2,0.0
ARRDC4,0.0
ARRDC5,0.0
ARSD,0.0
ARSF,0.0
ARSH,0.0
ARSJ,0.0
ART4,0.0
ARTN,0.0
ASAH2,0.0
ASAH2B,0.0
ASB1,0.0
ASB10,0.0
ASB11,0.0
ASB12,0.0
ASB13,0.0
ASB14,0.0
ASB15,0.0
ASB16,0.0
ASB17,0.0
ASB18,0.0
ASB2,0.0
ASB3,0.0
ASB4,0.0
ASB5,0.0
ASB7,0.0
ASB9,0.0
ASCC2,0.0
ASCL4,0.0
ASIC5,0.0
ASIP,0.0
ASNSD1,0.0
ASPDH,0.0
ASPG,0.0
ASPN,0.0
ASPSCR1,0.0
ASTE1,0.0
ASTL,0.0
ASTN1,0.0
ASUN,0.0
ATAD2B,0.0
ATAD3B,0.0
ATAD3C,0.0
ATAT1,0.0
ATCAY,0.0
ATG2A,0.0
ATG2B,0.0
ATHL1,0.0
ATP10A,0.0
ATP10B,0.0
ATP10D,0.0
ATP13A1,0.0
ATP13A4,0.0
ATP13A5,0.0
ATP5A1,0.0
ATP5B,0.0
ATP5C1,0.0
ATP5D,0.0
ATP5E,0.0
ATP5EP2,0.0
ATP5F1,0.0
ATP5G1,0.0
ATP5G2,0.0
ATP5G3,0.0
ATP5H,0.0
ATP5I,0.0
ATP5J,0.0
ATP5J2,0.0
ATP5J2-PTCD1,0.0
ATP5L,0.0
ATP5L2,0.0
ATP5O,0.0
ATP5S,0.0
ATP5SL,0.0
ATP6AP1L,0.0
ATP8A2,0.0
ATP9B,0.0
ATPIF1,0.0
ATRAID,0.0
ATXN7L1,0.0
ATXN7L2,0.0
ATXN7L3B,0.0
AUNIP,0.0
AUTS2,0.0
AVPI1,0.0
AWAT1,0.0
AWAT2,0.0
AXDND1,0.0
B3GALTL,0.0
B3GNT6,0.0
B3GNTL1,0.0
BAG2,0.0
BAGE2,0.0
BAI1,0.0
BAI2,0.0
BAI3,0.0
BAIAP2L2,0.0
BAIAP3,0.0
BANK1,0.0
BCAR3,0.0
BCDIN3D,0.0
BCL2L12,0.0
BCL2L2,0.0
BCL2L2-PABPN1,0.0
BCL7A,0.0
BCL7B,0.0
BCL7C,0.0
BCO2,0.0
BEAN1,0.0
BEND2,0.0
BEND3,0.0
BEND4,0.0
BEND6,0.0
BEND7,0.0
BEST3,0.0
BEST4,0.0
BHLHE23,0.0
BICC1,0.0
BIRC6,0.0
BIVM-ERCC5,0.0
BMP5,0.0
BMP8A,0.0
BOD1L1,0.0
BOD1L2,0.0
BOLA3,0.0
BORA,0.0
BPGM,0.0
BPHL,0.0
BPIFA3,0.0
BPIFB2,0.0
BPIFB4,0.0
BPIFB6,0.0
BPIFC,0.0
BRD9,0.0
BRE,0.0
BRS3,0.0
BRSK2,0.0
BRWD3,0.0
BSDC1,0.0
BSX,0.0
BTBD11,0.0
BTBD16,0.0
BTBD17,0.0
BTBD18,0.0
BTBD19,0.0
BTBD3,0.0
BTBD7,0.0
BTBD9,0.0
BTF3L4,0.0
BTG2,0.0
BTG4,0.0
BTNL2,0.0
BZRAP1,0.0
BZW2,0.0
C10orf10,0.0
C10orf105,0.0
C10orf107,0.0
C10orf11,0.0
C10orf111,0.0
C10orf113,0.0
C10orf12,0.0
C10orf120,0.0
C10orf128,0.0
C10orf2,0.0
C10orf25,0.0
C10orf32,0.0
C10orf35,0.0
C10orf53,0.0
C10orf54,0.0
C10orf55,0.0
C10orf62,0.0
C10orf67,0.0
C10orf71,0.0
C10orf76,0.0
C10orf82,0.0
C10orf88,0.0
C10orf91,0.0
C10orf95,0.0
C10orf99,0.0
C11orf16,0.0
C11orf21,0.0
C11orf30,0.0
C11orf31,0.0
C11orf40,0.0
C11orf42,0.0
C11orf52,0.0
C11orf53,0.0
C11orf57,0.0
C11orf58,0.0
C11orf63,0.0
C11orf65,0.0
C11orf68,0.0
C11orf70,0.0
C11orf71,0.0
C11orf72,0.0
C11orf73,0.0
C11orf74,0.0
C11orf80,0.0
C11orf84,0.0
C11orf85,0.0
C11orf88,0.0
C11orf94,0.0
C12orf10,0.0
C12orf29,0.0
C12orf4,0.0
C12orf40,0.0
C12orf42,0.0
C12orf43,0.0
C12orf45,0.0
C12orf5,0.0
C12orf50,0.0
C12orf54,0.0
C12orf56,0.0
C12orf57,0.0
C12orf60,0.0
C12orf66,0.0
C12orf71,0.0
C12orf73,0.0
C12orf74,0.0
C12orf75,0.0
C12orf76,0.0
C12orf77,0.0
C14orf1,0.0
C14orf105,0.0
C14orf119,0.0
C14orf142,0.0
C14orf159,0.0
C14orf166,0.0
C14orf177,0.0
C14orf178,0.0
C14orf183,0.0
C14orf2,0.0
C14orf28,0.0
C14orf37,0.0
C14orf39,0.0
C14orf79,0.0
C14orf80,0.0
C15orf26,0.0
C15orf27,0.0
C15orf32,0.0
C15orf38-AP3S2,0.0
C15orf39,0.0
C15orf40,0.0
C15orf41,0.0
C15orf43,0.0
C15orf52,0.0
C15orf53,0.0
C15orf54,0.0
C15orf56,0.0
C15orf57,0.0
C15orf59,0.0
C16orf13,0.0
C16orf45,0.0
C16orf59,0.0
C16orf62,0.0
C16orf71,0.0
C16orf72,0.0
C16orf78,0.0
C16orf86,0.0
C16orf87,0.0
C16orf89,0.0
C16orf90,0.0
C16orf93,0.0
C16orf96,0.0
C17orf100,0.0
C17orf102,0.0
C17orf104,0.0
C17orf107,0.0
C17orf47,0.0
C17orf50,0.0
C17orf51,0.0
C17orf53,0.0
C17orf58,0.0
C17orf59,0.0
C17orf62,0.0
C17orf64,0.0
C17orf67,0.0
C17orf70,0.0
C17orf74,0.0
C17orf75,0.0
C17orf77,0.0
C17orf78,0.0
C17orf82,0.0
C17orf85,0.0
C17orf97,0.0
C17orf98,0.0
C17orf99,0.0
C18orf21,0.0
C18orf25,0.0
C18orf54,0.0
C18orf63,0.0
C18orf8,0.0
C19orf25,0.0
C19orf26,0.0
C19orf35,0.0
C19orf38,0.0
C19orf40,0.0
C19orf43,0.0
C19orf44,0.0
C19orf45,0.0
C19orf47,0.0
C19orf48,0.0
C19orf52,0.0
C19orf53,0.0
C19orf54,0.0
C19orf57,0.0
C19orf60,0.0
C19orf66,0.0
C19orf70,0.0
C19orf71,0.0
C19orf73,0.0
C19orf80,0.0
C1QL1,0.0
C1QL2,0.0
C1QL3,0.0
C1QTNF3,0.0
C1QTNF4,0.0
C1QTNF5,0.0
C1QTNF7,0.0
C1QTNF8,0.0
C1orf100,0.0
C1orf101,0.0
C1orf105,0.0
C1orf106,0.0
C1orf109,0.0
C1orf110,0.0
C1orf111,0.0
C1orf112,0.0
C1orf115,0.0
C1orf122,0.0
C1orf123,0.0
C1orf127,0.0
C1orf131,0.0
C1orf141,0.0
C1orf145,0.0
C1orf146,0.0
C1orf158,0.0
C1orf159,0.0
C1orf162,0.0
C1orf168,0.0
C1orf174,0.0
C1orf177,0.0
C1orf185,0.0
C1orf186,0.0
C1orf189,0.0
C1orf194,0.0
C1orf198,0.0
C1orf204,0.0
C1orf21,0.0
C1orf210,0.0
C1orf216,0.0
C1orf226,0.0
C1orf228,0.0
C1orf229,0.0
C1orf27,0.0
C1orf35,0.0
C1orf50,0.0
C1orf52,0.0
C1orf53,0.0
C1orf54,0.0
C1orf64,0.0
C1orf68,0.0
C1orf74,0.0
C1orf86,0.0
C1orf87,0.0
C1orf94,0.0
C1orf95,0.0
C20orf141,0.0
C20orf144,0.0
C20orf173,0.0
C20orf194,0.0
C20orf195,0.0
C20orf196,0.0
C20orf197,0.0
C20orf202,0.0
C20orf24,0.0
C20orf27,0.0
C20orf85,0.0
C20orf96,0.0
C21orf2,0.0
C21orf33,0.0
C21orf58,0.0
C21orf59,0.0
C21orf62,0.0
C21orf91,0.0
C22orf15,0.0
C22orf23,0.0
C22orf24,0.0
C22orf29,0.0
C22orf31,0.0
C22orf39,0.0
C22orf42,0.0
C2CD2L,0.0
C2CD4A,0.0
C2CD4B,0.0
C2CD4C,0.0
C2CD5,0.0
C2orf16,0.0
C2orf27B,0.0
C2orf40,0.0
C2orf42,0.0
C2orf43,0.0
C2orf44,0.0
C2orf47,0.0
C2orf48,0.0
C2orf50,0.0
C2orf54,0.0
C2orf57,0.0
C2orf61,0.0
C2orf66,0.0
C2orf68,0.0
C2orf69,0.0
C2orf70,0.0
C2orf71,0.0
C2orf73,0.0
C2orf76,0.0
C2orf78,0.0
C2orf80,0.0
C2orf81,0.0
C2orf83,0.0
C2orf88,0.0
C2orf91,0.0
C3orf14,0.0
C3orf17,0.0
C3orf18,0.0
C3orf20,0.0
C3orf22,0.0
C3orf30,0.0
C3orf35,0.0
C3orf36,0.0
C3orf38,0.0
C3orf56,0.0
C3orf58,0.0
C3orf62,0.0
C3orf67,0.0
C3orf70,0.0
C3orf79,0.0
C4orf17,0.0
C4orf19,0.0
C4orf22,0.0
C4orf26,0.0
C4orf27,0.0
C4orf29,0.0
C4orf32,0.0
C4orf33,0.0
